244,产品信息,http://www.givenchybeauty.cn/category/彩妆/产品信息/
264,产品信息,http://www.givenchybeauty.cn/category/护肤/产品信息-护肤/
275,产品信息,http://www.givenchybeauty.cn/category/香水/产品信息-香水/
269,净白盈采系列,http://www.givenchybeauty.cn/category/护肤/产品信息-护肤/净白盈采系列/
259,化妆刷,http://www.givenchybeauty.cn/category/彩妆/产品信息/化妆刷/
289,卸妆/洁面,http://www.givenchybeauty.cn/category/护肤/产品信息-护肤/卸妆洁面-产品信息-护肤/
256,唇部,http://www.givenchybeauty.cn/category/彩妆/产品信息/唇部/
266,墨藻珍萃系列,http://www.givenchybeauty.cn/category/护肤/产品信息-护肤/墨藻珍萃系列/
292,大丽诺系列,http://www.givenchybeauty.cn/category/香水/产品信息-香水/女士香水/大丽诺系列/
276,女士香水,http://www.givenchybeauty.cn/category/香水/产品信息-香水/女士香水/
280,女神,http://www.givenchybeauty.cn/category/香水/产品信息-香水/女士香水/女神/
288,完美抗皱系列,http://www.givenchybeauty.cn/category/护肤/产品信息-护肤/完美抗皱系列/
267,完美活肤全效系列,http://www.givenchybeauty.cn/category/护肤/产品信息-护肤/完美活肤全效系列/
271,完美紧致系列,http://www.givenchybeauty.cn/category/护肤/产品信息-护肤/完美紧致系列/
231,彩妆,http://www.givenchybeauty.cn/category/彩妆/
233,彩妆TIPS,http://www.givenchybeauty.cn/category/彩妆/彩妆tips/
237,护肤,http://www.givenchybeauty.cn/category/护肤/
239,护肤TIPS,http://www.givenchybeauty.cn/category/护肤/护肤tips-护肤/
230,明星产品,http://www.givenchybeauty.cn/category/明星产品/
238,明星产品,http://www.givenchybeauty.cn/category/护肤/明星产品-护肤/
232,明星产品,http://www.givenchybeauty.cn/category/彩妆/明星产品-彩妆/
241,明星产品,http://www.givenchybeauty.cn/category/香水/明星产品-香水/
270,水漾活妍系列,http://www.givenchybeauty.cn/category/护肤/产品信息-护肤/水漾活妍系列/
284,派系列,http://www.givenchybeauty.cn/category/香水/产品信息-香水/男士香水/派系列/
286,海洋香榭,http://www.givenchybeauty.cn/category/香水/产品信息-香水/男士香水/海洋香榭/
265,焕颜美肌系列,http://www.givenchybeauty.cn/category/护肤/产品信息-护肤/焕颜美肌系列/
290,特殊护理,http://www.givenchybeauty.cn/category/护肤/产品信息-护肤/特殊护理-产品信息-护肤/
287,玩转系列,http://www.givenchybeauty.cn/category/香水/产品信息-香水/男士香水/玩转系列/
282,玩钻系列,http://www.givenchybeauty.cn/category/香水/产品信息-香水/女士香水/玩钻系列/
291,男士护肤系列,http://www.givenchybeauty.cn/category/护肤/产品信息-护肤/男士护肤系列-产品信息-护肤/
283,男士香水,http://www.givenchybeauty.cn/category/香水/产品信息-香水/男士香水/
255,眉笔,http://www.givenchybeauty.cn/category/彩妆/产品信息/眼部/眉笔/
252,眼影,http://www.givenchybeauty.cn/category/彩妆/产品信息/眼部/眼影/
254,眼线笔/液,http://www.givenchybeauty.cn/category/彩妆/产品信息/眼部/眼线笔液/
251,眼部,http://www.givenchybeauty.cn/category/彩妆/产品信息/眼部/
253,睫毛膏,http://www.givenchybeauty.cn/category/彩妆/产品信息/眼部/睫毛膏/
268,笑卓欢颜系列,http://www.givenchybeauty.cn/category/护肤/产品信息-护肤/笑卓欢颜系列/
248,粉妆,http://www.givenchybeauty.cn/category/彩妆/产品信息/面部/粉妆/
260,粉底刷,http://www.givenchybeauty.cn/category/彩妆/产品信息/化妆刷/粉底刷/
246,粉底液,http://www.givenchybeauty.cn/category/彩妆/产品信息/面部/粉底液/
281,粉红魅力,http://www.givenchybeauty.cn/category/香水/产品信息-香水/女士香水/粉红魅力/
247,粉饼,http://www.givenchybeauty.cn/category/彩妆/产品信息/面部/粉饼/
249,腮红,http://www.givenchybeauty.cn/category/彩妆/产品信息/面部/腮红/
262,腮红刷,http://www.givenchybeauty.cn/category/彩妆/产品信息/化妆刷/腮红刷/
263,腮红蜜粉多用刷,http://www.givenchybeauty.cn/category/彩妆/产品信息/化妆刷/腮红蜜粉多用刷/
285,蓝绅士,http://www.givenchybeauty.cn/category/香水/产品信息-香水/男士香水/蓝绅士/
261,蜜粉刷,http://www.givenchybeauty.cn/category/彩妆/产品信息/化妆刷/蜜粉刷/
279,迷雾花园,http://www.givenchybeauty.cn/category/香水/产品信息-香水/女士香水/迷雾花园/
250,遮瑕笔,http://www.givenchybeauty.cn/category/彩妆/产品信息/面部/遮瑕笔/
278,都市新贵,http://www.givenchybeauty.cn/category/香水/产品信息-香水/女士香水/都市新贵/
245,面部,http://www.givenchybeauty.cn/category/彩妆/产品信息/面部/
240,香水,http://www.givenchybeauty.cn/category/香水/
242,香水速配,http://www.givenchybeauty.cn/category/香水/香水速配-香水/
277,魅幻天使 灿若晨曦,http://www.givenchybeauty.cn/category/香水/产品信息-香水/女士香水/魅幻天使-灿若晨曦/
